,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Pres_avg,Precipitation,Date
7100,65.5,56.2,74,15.3,29.6,0,11-06-2020
7101,60.6,43.7,54.6,12.6,29.9,0,12-06-2020
7102,55.8,41.1,58.9,8.4,30,0,13-06-2020
7103,57.5,43.5,61.9,8.3,30.1,0,14-06-2020
7104,61,43.2,52.2,8.3,30.1,0,15-06-2020
7105,61.6,47.4,59.9,6.3,30.1,0,16-06-2020
7106,63.8,52.9,68.3,5.4,29.9,0,17-06-2020
7107,68.3,55.6,65.4,7.9,29.8,0,18-06-2020
7108,71.3,62.5,74.5,5.8,29.7,0,19-06-2020
7109,71.5,64.9,81.4,3.3,29.7,0,20-06-2020
7110,74.1,66.9,79,6.6,29.6,0,21-06-2020
7111,74,68.4,83.5,5.9,29.6,0,22-06-2020
7112,71.6,68.4,89.7,7.9,29.3,0,23-06-2020
7113,63.3,52,67.9,17.3,29.4,0,24-06-2020
7114,63.4,53.8,72.5,7.6,29.6,0,25-06-2020
7115,63.9,54.9,74,7.1,29.6,0,26-06-2020
7116,66.3,62.5,88.5,5.4,29.4,0,27-06-2020
7117,67.5,60.7,81.2,6.1,29.5,0,28-06-2020
7118,74.2,60.9,63,6.7,29.6,0,29-06-2020
7119,71.3,62.7,74.1,8,29.7,0,30-06-2020
7120,73.3,64.1,74.3,4.3,29.7,0,01-07-2020
7121,83.7,61.1,47.5,8.8,29.6,0,02-07-2020
7122,81.2,63.8,56.2,8.8,29.6,0,03-07-2020
7123,76.9,58.3,53.3,6.7,29.7,0,04-07-2020
7124,74.5,56.2,53.8,4.4,29.7,0,05-07-2020
7125,73.9,64.5,72.5,9.2,29.7,0,06-07-2020
7126,78.7,67.8,69.1,5.8,29.7,0,07-07-2020
7127,77.8,71.6,81.7,6.5,29.6,0,08-07-2020
7128,78.1,72.4,83.3,4.8,29.6,0,09-07-2020
7129,79.2,71.8,78.5,9.3,29.5,0,10-07-2020
7130,74.6,70.2,84.9,10.8,29.3,0,11-07-2020
7131,73.1,64.5,74.3,9.3,29.4,0,12-07-2020
7132,72.2,60.7,67.4,9.7,29.6,0,13-07-2020
7133,71.2,63.5,76.3,6.5,29.8,0,14-07-2020
7134,72.6,66.9,82.8,5.7,29.8,0,15-07-2020
7135,74.4,71.4,89.5,7.2,29.7,0,16-07-2020
7136,75.9,69,79.6,10.2,29.8,0,17-07-2020
7137,76.5,70.2,80.5,9.3,29.7,0,18-07-2020
7138,73,70.1,90.3,12.9,29.5,0,19-07-2020
7139,74.9,64.4,71.7,10.6,29.6,0,20-07-2020
7140,69.3,61.3,75.5,6.3,29.8,0,21-07-2020
7141,71.9,69.7,92.3,5.8,29.6,0,22-07-2020
7142,71.9,66.1,82.5,5.7,29.7,0,23-07-2020
7143,72.9,65.1,76.5,8,29.9,0,24-07-2020
7144,74.4,65,73.4,5,29.8,0,25-07-2020
7145,75.3,67.5,77.5,10.3,29.7,0,26-07-2020
7146,78,69.9,76.6,9.4,29.5,0,27-07-2020
7147,72.5,62.2,71.8,9.7,29.5,0,28-07-2020
7148,72,63,74.3,7.8,29.6,0,29-07-2020
7149,72.6,60.1,65,7,29.6,0,30-07-2020
7150,74,63.8,70.4,6.7,29.6,0,31-07-2020
7151,72.6,65.8,78.5,7.4,29.6,0,01-08-2020
7152,71.6,69.4,92.7,13.4,29.4,0,02-08-2020
7153,68.2,64.4,88.4,9.4,29.7,0,03-08-2020
7154,69.6,66.6,90.8,6.4,29.6,0,04-08-2020
7155,66.9,55.1,67.6,11.4,29.7,0,05-08-2020
7156,66.1,54.6,67.7,5,29.9,0,06-08-2020
7157,68.6,59.6,73.4,3.8,29.9,0,07-08-2020
7158,70.7,60,69.5,6.1,29.9,0,08-08-2020
7159,71.1,66.2,84.9,8.9,29.8,0,09-08-2020
7160,73.6,68.2,83.6,6.1,29.7,0,10-08-2020
7161,76.4,66.3,71.4,8.8,29.6,0,11-08-2020
7162,70.8,57.6,64.9,4.6,29.8,0,12-08-2020
7163,73.7,62,67.4,4.6,29.8,0,13-08-2020
7164,75.4,61.2,60.9,11.6,29.8,0,14-08-2020
7165,72.7,64.8,76,12.2,29.7,0,15-08-2020
7166,71.7,66.5,84.6,4.5,29.6,0,16-08-2020
7167,68.2,62.7,82.2,9.5,29.6,0,17-08-2020
7168,69.2,55.3,62.3,9.7,29.6,0,18-08-2020
7169,66.7,49.5,55.6,7.1,29.7,0,19-08-2020
7170,68.1,56.8,67.3,8.1,29.7,0,20-08-2020
7171,74.5,63.5,69.1,7.9,29.6,0,21-08-2020
7172,74.6,68.8,82.2,6.2,29.6,0,22-08-2020
7173,76.5,67.5,74.6,5.4,29.7,0,23-08-2020
7174,77.9,70,77.4,8.6,29.6,0,24-08-2020
7175,76.8,63.4,65.8,11,29.6,0,25-08-2020
7176,65.9,58.1,76.3,5.9,29.7,0,26-08-2020
7177,73,67.6,84.6,8.4,29.5,0,27-08-2020
7178,68.9,61.9,78.9,7.5,29.5,0,28-08-2020
7179,71.3,64.8,81.4,13.9,29.3,0,29-08-2020
7180,65.3,55.3,71.2,7.8,29.6,0,30-08-2020
7181,68.2,58.8,73,11.8,29.7,0,31-08-2020
7182,70.6,66.5,87.3,4.1,29.7,0,01-09-2020
7183,72.9,67.4,84.8,7.3,29.5,0,02-09-2020
7184,70.3,60.8,72.4,10.5,29.4,0,03-09-2020
7185,66.6,49.4,56.6,13.4,29.6,0,04-09-2020
7186,64.2,52.6,66.1,9.4,29.9,0,05-09-2020
7187,62.7,50.2,64.7,7.1,29.9,0,06-09-2020
7188,66.3,62.1,85.1,15.8,29.5,0,07-09-2020
7189,61.7,52.1,71.2,7.6,29.9,0,08-09-2020
7190,61,59.1,94.4,6.5,30,0,09-09-2020
7191,63.4,60,89.6,6.7,30,0,10-09-2020
7192,57,48.1,71.8,7.2,30.1,0,11-09-2020
7193,62.1,56.2,80.3,10.1,29.9,0,12-09-2020
7194,68.1,62.9,85,9.4,29.6,0,13-09-2020
7195,59.5,43.2,56.3,9,30,0,14-09-2020
7196,57.3,48.2,71.7,8.7,30,0,15-09-2020
7197,65.3,57.9,77.4,15,29.7,0,16-09-2020
7198,61.7,49.8,64.7,9.5,29.8,0,17-09-2020
7199,54,32.7,45,10.2,29.9,0,18-09-2020
7200,51.8,32.5,48,7.3,30.1,0,19-09-2020
7201,56.4,38.5,51.6,5.7,30.3,0,20-09-2020
7202,58.8,45.3,60.9,6.7,30.2,0,21-09-2020
7203,58.8,49.6,72.8,4,29.9,0,22-09-2020
7204,67.6,53.6,63.5,7.1,29.6,0,23-09-2020
7205,62.4,59.2,89,4.6,29.6,0,24-09-2020
7206,64.2,62,91.6,5.6,29.7,0,25-09-2020
7207,64.3,61.4,90.7,6.9,29.7,0,26-09-2020
7208,68.1,63.1,83.5,9.5,29.5,0,27-09-2020
7209,68.6,63.2,83.1,6.6,29.4,0,28-09-2020
7210,61.3,55.8,83,13.7,29.4,0,29-09-2020
7211,56.9,51.7,82.5,15.7,29.3,0,30-09-2020
7212,55.4,48.2,77.9,12.7,29.5,0,01-10-2020
7213,53.2,44.5,73.4,7.3,29.7,0,02-10-2020
7214,49.1,39.4,69.7,5.8,29.9,0,03-10-2020
7215,50.7,46.5,86.2,6.5,29.9,0,04-10-2020
7216,50.8,46.8,87.4,6.5,29.9,0,05-10-2020
7217,53,48,83,10,29.6,0,06-10-2020
7218,57,47.9,74.2,16.9,29.4,0,07-10-2020
7219,50.5,45,81.9,4.7,29.8,0,08-10-2020
7220,47.2,44,89.4,3.2,29.8,0,09-10-2020
7221,58,51,78.9,10.7,29.5,0,10-10-2020
7222,48.8,39.9,71.3,17.2,29.9,0,11-10-2020
7223,53.8,49.5,84,16.7,29.7,0,12-10-2020
7224,55.3,49.4,83.1,8.4,29.6,0,13-10-2020
7225,54.1,44.4,70,7.6,29.6,0,14-10-2020
7226,54.7,49.9,84.3,12.5,29.5,0,15-10-2020
7227,49,35.1,61.7,11.5,29.8,0,16-10-2020
7228,49.7,39.4,68.3,13.4,29.9,0,17-10-2020
7229,53.8,46.5,77.4,8.6,29.9,0,18-10-2020
7230,46.3,42.7,86.1,8.3,29.9,0,19-10-2020
7231,48.5,42.2,78.9,7.9,30,0,20-10-2020
7232,53.4,50.6,91.3,10.1,29.8,0,21-10-2020
7233,51.1,47.7,89.3,5.2,29.9,0,22-10-2020
7234,57,55.3,94.7,10.5,29.6,0,23-10-2020
7235,45.5,35.5,68.5,10.9,29.8,0,24-10-2020
7236,42.9,33.7,70.6,14.5,30,0,25-10-2020
7237,43.5,35.5,74.1,7.4,29.9,0,26-10-2020
7238,44,39.3,84.9,6.9,29.9,0,27-10-2020
7239,45.9,36.1,69.9,11.8,29.7,0,28-10-2020
7240,44.9,37.7,76,9.7,29.6,0,29-10-2020
7241,35.8,25.3,66.2,9.3,29.8,0,30-10-2020
7242,37.1,26.1,64.9,7.1,30.1,0,31-10-2020
7243,42.5,35.9,78.6,19.7,29.5,0,01-11-2020
7244,35.9,26.1,68.7,17.8,29.6,0,02-11-2020
7245,43.6,32.8,66.4,10.5,29.7,0,03-11-2020
7246,49.3,44.1,83.9,6.9,29.9,0,04-11-2020
7247,53.7,47.2,80,8.5,29.9,0,05-11-2020
7248,52.9,48.2,85,9.2,29.9,0,06-11-2020
7249,52.9,48.1,84.9,5.9,29.9,0,07-11-2020
7250,53.1,45.9,77.5,8.5,29.9,0,09-11-2020
7251,56.2,49.8,78.8,5.3,29.7,0,10-11-2020
7252,55.5,47.8,76.1,9.5,29.6,0,11-11-2020
7253,43.8,31.8,63.3,5.2,29.9,0,12-11-2020
7254,44.8,34.5,67.3,10.3,29.7,0,13-11-2020
7255,41.2,28.3,60.8,8.9,29.9,0,14-11-2020
7256,47.9,41.2,78.3,23.3,29.2,0,15-11-2020
7257,40.6,29.6,64.9,23.9,29.6,0,16-11-2020
7258,32.1,20.3,63.3,14.6,29.9,0,17-11-2020
7259,27.8,17.4,65.3,5.1,30.2,0,18-11-2020
7260,46.5,36.3,68.1,13.1,29.8,0,19-11-2020
7261,49.8,40.8,71.3,12.1,29.8,0,20-11-2020
7262,41.8,27.8,58.1,8.7,30.2,0,21-11-2020
7263,34.5,31.3,89.1,14.8,29.9,0,22-11-2020
7264,36.1,31.8,84.7,12.4,29.8,0,23-11-2020
7265,34.7,28.3,78.1,11.8,30,0,24-11-2020
7266,42.2,40.1,92.3,9.2,29.7,0,25-11-2020
7267,45.5,44.4,96,10.6,29.6,0,26-11-2020
7268,44.2,39.2,84,8.1,29.8,0,27-11-2020
7269,42.4,32.9,70.2,14.3,29.7,0,28-11-2020
7270,42.4,35.5,76.8,11,29.7,0,29-11-2020
7271,38.9,35.3,87.3,11.5,29.3,0,30-11-2020
7272,31.2,27.5,86.1,12.2,29.2,0,01-12-2020
7273,34,26.1,73.4,13.5,29.6,0,02-12-2020
7274,38.6,28.5,67.4,17.3,29.7,0,03-12-2020
7275,37.6,33.7,84.9,16.1,29.6,0,04-12-2020
7276,32.9,26.3,77.8,10.5,29.7,0,05-12-2020
7277,28.5,19.9,71.6,8.8,29.7,0,06-12-2020
7278,27.5,19,71,11.3,29.6,0,07-12-2020
7279,30,20.4,68.5,10.7,29.6,0,08-12-2020
7280,36.1,33,89.1,16.3,29.4,0,09-12-2020
7281,39,35.3,86.2,7.7,29.8,0,10-12-2020
7282,41.3,37.2,86.6,5.2,29.7,0,11-12-2020
7283,41,39,92.6,18.2,29.5,0,12-12-2020
7284,37.8,30,74,15.3,29.7,0,13-12-2020
7285,34.3,23.7,66,13.4,29.7,0,14-12-2020
7286,27.2,16.9,65.8,9.5,30,0,15-12-2020
7287,23.2,18.2,82.1,25.8,30,0,16-12-2020
7288,22.3,14.4,72.1,10.1,29.9,0,17-12-2020
7289,25.3,9,50.9,7.3,30.1,0,18-12-2020
7290,36.2,31.2,82.8,9,29.9,0,19-12-2020
7291,38.4,36.4,91.6,12.5,29.6,0,20-12-2020
7292,36.9,33.5,86.6,6.4,29.4,0,21-12-2020
7293,36.3,28.4,73.5,12.5,29.7,0,22-12-2020
7294,39.1,31.2,73.3,8.4,29.8,0,23-12-2020
7295,38.6,35.5,88.9,10.2,29.4,0,24-12-2020
7296,29.5,25,83.1,18.3,29.2,0,25-12-2020
7297,27.3,22.4,82,24.1,29.4,0,26-12-2020
7298,32.6,26,76.7,11.6,29.7,0,27-12-2020
7299,36.9,30.5,78.1,18.9,29.6,0,28-12-2020
7300,28.1,16.2,60.9,11.2,30.1,0,29-12-2020
7301,35.3,31.2,84.9,12.3,29.7,0,30-12-2020
7302,34.2,24.1,67.1,11.4,29.9,0,31-12-2020
7303,34.1,30.2,86.7,14.5,29.8,0,01-01-2021
7304,34.2,30.6,87.8,9.1,29.6,0,02-01-2021
7305,34.6,32,91.4,7.3,29.7,0,03-01-2021
7306,33.9,29.4,85.4,5.5,29.7,0,04-01-2021
7307,33.8,30.9,90.3,8.4,29.7,0,05-01-2021
7308,34.5,26,71.6,8.3,29.9,0,06-01-2021
7309,30.6,20.6,66.4,8.2,30,0,07-01-2021
7310,22.9,14.9,71.8,6.2,29.9,0,08-01-2021
7311,32.7,13.5,47.3,9.9,29.9,0,09-01-2021
7312,31.6,26,79.3,7,30,0,10-01-2021
7313,30.5,24.4,77.9,10.8,29.9,0,11-01-2021
7314,30.9,26.3,82.4,12.5,29.8,0,12-01-2021
7315,34.5,30.7,87,12.4,29.6,0,13-01-2021
7316,37.9,33.5,83.9,5,29.5,0,14-01-2021
7317,38.9,35.9,87.8,13.4,29.4,0,15-01-2021
7318,36.2,29.6,77.9,12.3,29.3,0,16-01-2021
7319,35.4,28.6,77.9,11.4,29.3,0,17-01-2021
7320,32,25.7,77.8,6,29.5,0,18-01-2021
7321,32.4,25.8,77.5,14.8,29.7,0,19-01-2021
7322,23.6,13.7,66.3,9.7,29.8,0,20-01-2021
7323,34.7,26.9,73,21.6,29.3,0,21-01-2021
7324,29.9,22,72.8,13.6,29.5,0,22-01-2021
7325,19.8,7.3,58.6,10.7,30,0,23-01-2021
7326,25.4,15.1,65.1,4.6,30,0,24-01-2021
7327,30.2,21.7,70.7,4.6,29.8,0,25-01-2021
7328,30.5,26.8,86.2,20.6,29.5,0,26-01-2021
7329,24.4,16.2,71.7,9.4,29.9,0,27-01-2021
7330,16.2,6.3,64.8,10.9,30.1,0,28-01-2021
7331,15.6,6.6,67.4,7.8,30.1,0,29-01-2021
7332,20.3,11.3,68.5,4.9,30.1,0,30-01-2021
7333,23.6,18,80.1,21.7,29.9,0,31-01-2021
7334,21.4,7.2,55.8,11,29.8,0,01-02-2021
7335,26.9,12.4,54.6,12.4,29.6,0,02-02-2021
7336,28,13.3,54.8,16.1,29.6,0,03-02-2021
7337,31.9,22.9,70,9.2,29.6,0,04-02-2021
7338,30.7,25,80.2,23.1,29.2,0,05-02-2021
7339,20.8,10.5,65,23.6,29.6,0,06-02-2021
7340,18.8,10.7,70.7,15.6,29.7,0,07-02-2021
7341,14.9,5.3,55.5,9,30,0,08-02-2021
7342,14.3,8.5,53.2,5.7,30,0,09-02-2021
7343,19.5,7.2,58.9,10,30.1,0,10-02-2021
7344,21.4,7,54.7,9.1,30.1,0,11-02-2021
7345,13.4,4.3,68,11.7,30.1,0,12-02-2021
7346,14.9,6.8,71.5,14.9,30,0,13-02-2021
7347,18.6,11.4,74.1,7.4,30,0,14-02-2021
7348,21.6,13.3,71.1,12.1,29.9,0,15-02-2021
7349,18.1,11.5,75.3,14.4,29.5,0,16-02-2021
7350,19.7,7.4,59.9,8,30.1,0,17-02-2021
7351,25.3,18.4,76.9,15.9,30.1,0,18-02-2021
7352,25.3,20.7,83.9,8.1,29.9,0,19-02-2021
7353,26.3,17.4,69.7,8.8,29.9,0,20-02-2021
7354,24.2,16.7,73.7,8.8,30.2,0,21-02-2021
7355,34.5,29.7,83.8,14,29.4,0,22-02-2021
7356,35.7,31.6,85.6,15,29.3,0,23-02-2021
7357,38.5,31.8,77.7,10.6,29.5,0,24-02-2021
7358,31.9,18.3,58.1,12.7,29.9,0,25-02-2021
7359,32.4,23,69,8.2,30,0,26-02-2021
7360,37.6,33.5,86.1,10.7,29.7,0,27-02-2021
7361,36.8,35.3,93.8,9.9,29.7,0,28-02-2021
7362,30.5,18.2,61.8,20.2,29.6,0,01-03-2021
7363,20.8,9,60.7,11.8,29.9,0,02-03-2021
7364,38.5,26.1,61.8,11.6,29.6,0,03-03-2021
7365,27.5,13.8,57.1,12.9,29.8,0,04-03-2021
7366,26.5,8.7,48.3,14.2,29.8,0,05-03-2021
7367,25.3,9.6,52,11.6,29.9,0,06-03-2021
7368,24.9,8.5,50.1,7,30.1,0,07-03-2021
7369,33,23,67.1,4.9,30,0,08-03-2021
7370,39.4,31.8,75.5,6.8,30.1,0,09-03-2021
7371,41.8,34.7,75.8,10.3,29.9,0,10-03-2021
7372,50.6,39.6,66.2,17,29.6,0,11-03-2021
7373,40.9,25.4,56.6,17.6,29.9,0,12-03-2021
7374,32.5,17.2,54.8,12.3,30,0,13-03-2021
7375,33.7,17.1,51.6,13.7,30,0,14-03-2021
7376,24.6,0.4,36,9.6,30.2,0,15-03-2021
7377,33.8,20.7,59.5,16.8,29.8,0,16-03-2021
7378,38.2,31,75.2,6.1,29.8,0,17-03-2021
7379,40.4,26.8,61.8,11.6,29.8,0,18-03-2021
7380,31.3,8,39.2,10.6,30.2,0,19-03-2021
7381,39.8,26.8,61.7,6.5,30.3,0,20-03-2021
7382,40.4,29,65,7.4,30.2,0,21-03-2021
7383,42.8,28.9,58.9,8.1,30,0,22-03-2021
7384,46.6,29.1,52.4,8,29.9,0,23-03-2021
7385,48.3,42.1,79.1,11.1,29.6,0,24-03-2021
7386,45.8,41.5,86.8,4,29.6,0,25-03-2021
7387,47.1,44.1,89.4,14.5,29.3,0,26-03-2021
7388,40.5,34.7,78.9,8.7,29.8,0,27-03-2021
7389,41.6,38.4,88.8,13,29.3,0,28-03-2021
7390,37.8,25.9,63.4,15.3,29.8,0,29-03-2021
7391,46.7,33.5,62.2,6.2,29.7,0,30-03-2021
7392,47.3,37.3,69.5,10.6,29.6,0,31-03-2021
7393,32.9,14.6,47.9,13.3,29.9,0,01-04-2021
7394,32.9,2.8,28.8,11.1,30.1,0,02-04-2021
7395,37.7,26.2,64,9.1,30,0,03-04-2021
7396,42.2,33.1,71.7,6,29.9,0,04-04-2021
7397,45.4,30,56.1,5.3,29.9,0,05-04-2021
7398,46.8,28.7,51.1,12,29.8,0,06-04-2021
7399,51.5,28.3,41.3,14.7,29.7,0,07-04-2021
7400,53.5,41.5,64.4,19.1,29.6,0,08-04-2021
7401,52.1,45.9,80.4,11.5,29.6,0,09-04-2021
7402,53.8,47.3,80.1,12.1,29.5,0,10-04-2021
7403,51.6,50,95,12,29.2,0,11-04-2021
7404,46.6,45.7,96.1,17.7,29.4,0,12-04-2021
7405,45.9,44.3,93.5,7.1,29.8,0,13-04-2021
7406,45.1,41.1,88.7,6.6,29.7,0,14-04-2021
7407,43.4,35.6,74.4,8.3,29.5,0,15-04-2021
7408,44.5,36.8,75.2,11.3,29.5,0,16-04-2021
7409,43.5,39.9,87.3,6.6,29.6,0,17-04-2021
7410,46.9,39.8,76.6,8.4,29.6,0,18-04-2021
7411,48.9,38.6,69.1,10,29.5,0,19-04-2021
7412,39.5,31.6,75.1,11.5,29.6,0,20-04-2021
7413,33,25.8,77.7,8.8,29.7,0,21-04-2021
7414,36.8,21.8,55.4,14.9,29.7,0,22-04-2021
7415,48.2,29.5,51.7,13.2,29.7,0,23-04-2021
7416,51.7,35.6,55.5,7.5,29.6,0,24-04-2021
7417,46.7,39.5,76.5,9.8,29.5,0,25-04-2021
7418,39.6,22.4,51.3,8.2,29.9,0,26-04-2021
7419,46.9,32.9,58.4,13.8,29.7,0,27-04-2021
7420,48.8,45.1,87,10.2,29.6,0,28-04-2021
7421,46.3,45.8,98,7.2,29.5,0,29-04-2021
7422,47,35.9,66.5,20.9,29.4,0,30-04-2021
7423,44.3,29.2,55.9,9.8,29.6,0,01-05-2021
7424,51.5,41.5,69.7,6.2,29.5,0,02-05-2021
7425,48.1,44.6,86.5,18,29.5,0,03-05-2021
7426,45.2,44.3,96.2,8.9,29.4,0,04-05-2021
7427,50.8,42.4,73.3,11.1,29.6,0,05-05-2021
7428,48,34.9,62.2,8.2,29.8,0,06-05-2021
7429,45.5,34.4,66.1,6.1,29.7,0,07-05-2021
7430,48.4,37.2,66.9,8.8,29.7,0,08-05-2021
7431,46.1,35.6,67.5,5.1,29.7,0,09-05-2021
7432,49.7,33.1,53.7,12,29.7,0,10-05-2021
7433,46.2,31.9,58.5,14.6,29.8,0,11-05-2021
7434,54.8,30.6,44.5,10.6,30,0,12-05-2021
7435,55.9,33.3,42.9,7.6,30,0,13-05-2021
7436,54.5,37.4,55.2,7.7,30,0,14-05-2021
7437,56.6,38,52,4.5,29.9,0,15-05-2021
7438,57.8,42.7,58.2,4.9,29.9,0,16-05-2021
7439,58.7,45.4,63,4.1,30,0,17-05-2021
7440,61.2,48.8,65.1,6.1,30,0,18-05-2021
7441,69.2,49.6,51,5.4,30,0,19-05-2021
7442,67.8,51.9,57.1,5.7,30.1,0,20-05-2021
7443,69.3,56.8,66,4.8,30.1,0,21-05-2021
7444,71.8,60.9,69.3,9.1,29.9,0,22-05-2021
7445,68.8,59.1,73.1,9.8,29.8,0,23-05-2021
7446,58.2,45,61.5,11,29.9,0,24-05-2021
7447,63.8,53.4,69.3,6.2,29.7,0,25-05-2021
7448,66.8,58.4,75.1,11.8,29.6,0,26-05-2021
7449,56.2,38.1,52.2,9.9,29.8,0,27-05-2021
7450,43.3,35.8,76.6,16.7,29.9,0,28-05-2021
7451,51.8,31.2,45.3,10.9,29.9,0,29-05-2021
7452,54,37.2,53.7,5.5,30,0,30-05-2021
7453,57.3,42.5,59.6,8.3,29.9,0,31-05-2021
7454,58.7,47.4,67.1,7.6,29.9,0,01-06-2021
7455,60,50,70.7,4.4,29.8,0,02-06-2021
7456,58.8,57.5,96,6.2,29.6,0,03-06-2021
7457,59.5,57,92.1,4.8,29.6,0,04-06-2021
7458,68,55.8,67.6,9.4,29.6,0,05-06-2021
7459,65.8,56.3,71.8,7.7,29.7,0,06-06-2021
7460,67.3,59.6,77,6.3,29.7,0,07-06-2021
7461,65.9,65.3,97.5,2.5,29.8,0,08-06-2021
7462,66.7,64.2,92.6,4.7,29.8,0,09-06-2021
7463,68.5,51.6,55.1,13.6,29.8,0,10-06-2021
7464,65.3,52.3,63.1,14.7,29.6,0,11-06-2021
7465,68.5,53.1,58.3,6.3,29.6,0,12-06-2021
7466,69.4,57.9,67.2,6.5,29.5,0,13-06-2021
7467,65,58.1,78.4,8.3,29.5,0,14-06-2021
7468,66.7,46,50.8,12.7,29.6,0,15-06-2021
7469,64.2,36.2,37,10.4,29.7,0,16-06-2021
7470,63.5,47.8,57.3,9.9,29.7,0,17-06-2021
7471,63.6,59.8,87.7,7.6,29.5,0,18-06-2021
7472,67.6,59.4,78.4,8,29.4,0,19-06-2021
7473,65.8,59,80,7.1,29.5,0,20-06-2021
7474,67.4,62.4,85.4,10.3,29.2,0,21-06-2021
7475,57.9,43.2,61.2,11.3,29.6,0,22-06-2021
7476,60.7,49.6,67.5,8.6,29.9,0,23-06-2021
7477,67.3,55.9,68.9,5.1,29.9,0,24-06-2021
7478,66.1,59.8,80.9,7,29.8,0,25-06-2021
7479,63.3,62.2,96.1,7.3,29.7,0,26-06-2021
7480,66.5,61.5,83.7,8.5,29.7,0,27-06-2021
7481,67.7,63.9,89.1,5.3,29.8,0,28-06-2021
7482,69.3,67.3,93.6,4.5,29.9,0,29-06-2021
7483,68.4,64.7,89.9,6.1,29.7,0,30-06-2021
7484,68.9,62.2,79.5,5.9,29.6,0,01-07-2021
7485,65.4,58.5,79.8,12,29.6,0,02-07-2021
7486,66.2,58.3,76.2,5.4,29.6,0,03-07-2021
7487,66.1,61.9,85.4,7.1,29.6,0,04-07-2021
7488,71.3,65.3,81.2,8.7,29.6,0,05-07-2021
7489,80,66.5,66.2,9.3,29.6,0,06-07-2021
7490,67.6,62.7,84,12.7,29.7,0,07-07-2021
7491,62.7,60.7,93.8,12,29.6,0,08-07-2021
7492,65.4,64,95.3,4.8,29.6,0,09-07-2021
7493,66.8,58,73.8,6.4,29.8,0,10-07-2021
7494,67.5,63.5,87.1,10.6,29.8,0,11-07-2021
7495,69.8,64.6,84.7,11.8,29.8,0,12-07-2021
7496,71.8,69.7,92.4,8.6,29.8,0,13-07-2021
7497,72.3,68.6,88.3,8.1,29.8,0,14-07-2021
7498,73.1,69.9,89.3,8.7,29.7,0,15-07-2021
7499,70.1,63.4,79.8,6.2,29.8,0,16-07-2021
7500,68.4,63.1,83.9,9.6,29.8,0,17-07-2021
7501,72.5,63,73.9,5.2,29.8,0,18-07-2021
7502,77.1,65,66.8,8.3,29.7,0,19-07-2021
7503,57.8,27.6,34.5,8.4,29.6,0,20-07-2021
7504,67.3,20.4,19.8,9.4,29.7,0,21-07-2021
7505,69.6,54.3,59.1,8.1,29.9,0,22-07-2021
7506,70.1,57,63.5,6.5,29.9,0,23-07-2021
7507,71,67.1,88,7.8,29.6,0,24-07-2021
7508,73.7,66.8,81.7,9.7,29.5,0,25-07-2021
7509,75.9,62.6,64.1,6.1,29.6,0,26-07-2021
7510,70.1,64.7,83.9,4.8,29.7,0,27-07-2021
7511,69.5,63.9,83.4,8.9,29.8,0,28-07-2021
7512,70.1,66.8,89.8,6.1,29.5,0,29-07-2021
7513,66.1,40.6,51.2,10.8,29.7,0,30-07-2021
7514,64.9,51.2,63.5,7,29.7,0,31-07-2021
7515,66.3,57.8,74.5,8.9,29.6,0,01-08-2021
7516,67.7,54,63,8.2,29.8,0,02-08-2021
7517,69.3,58.9,69,7,29.8,0,03-08-2021
7518,71,58.9,66.6,5.8,29.8,0,04-08-2021
7519,72,64.7,78.6,5,29.8,0,05-08-2021
7520,74,66.4,78,6.1,29.8,0,06-08-2021
7521,73.6,67.7,81.9,5.4,29.7,0,07-08-2021
7522,73.6,70.2,89,5.4,29.7,0,08-08-2021
7523,77.5,72.5,85.1,5.4,29.8,0,09-08-2021
7524,77.1,73.1,88,8.3,29.6,0,10-08-2021
7525,76.9,72.5,86.5,11.5,29.6,0,11-08-2021
7526,74,69.9,86.2,10.4,29.6,0,12-08-2021
7527,73.2,68.8,87.3,8.7,29.7,0,13-08-2021
7528,71.7,50.7,48.2,8.9,29.9,0,14-08-2021
7529,67.9,53.6,60.8,8.8,30,0,15-08-2021
7530,70.2,61.8,75.7,12,29.9,0,16-08-2021
7531,74.8,69.9,84.4,6,29.8,0,17-08-2021
7532,73.8,71.7,91.8,8.4,29.8,0,18-08-2021
7533,77.2,67.7,73.5,5.9,29.7,0,19-08-2021
7534,76.1,66.7,73,5.9,29.7,0,20-08-2021
7535,77.5,69.5,76.3,5.6,29.6,0,21-08-2021
7536,77.6,69,75,4.4,29.6,0,22-08-2021
7537,80.3,69.6,70.1,8.7,29.6,0,23-08-2021
7538,77.1,68.7,75.9,6.3,29.7,0,24-08-2021
7539,78.3,72.4,82.8,6.5,29.8,0,25-08-2021
7540,76.2,68.3,74.3,8.1,29.8,0,26-08-2021
7541,74.8,62.7,65.6,11.6,29.9,0,27-08-2021
7542,73.5,67.2,80.1,9.9,29.9,0,28-08-2021
7543,74.5,70.7,86,7.6,29.1,0,29-08-2021
7544,76.4,64.2,69,10.9,28.6,0,30-08-2021
7545,71.5,57.7,62.3,7.5,29.6,0,31-08-2021
7546,68.5,52.6,57.1,11.2,29.6,0,01-09-2021
7547,64.9,46.3,51.7,10.7,29.8,0,02-09-2021
7548,65,52.7,64.9,6.8,29.9,0,03-09-2021
