,Temp_avg,Dew_avg,Hum_avg,Wind_avg,Pres_avg,Precipitation,Date
0,14.7,7,72.2,7.8,30,0,01-01-2001
1,17.4,11,76,13.7,30.1,0,02-01-2001
2,22.7,18,82.2,25.1,29.8,0,03-01-2001
3,27,22.1,82.6,14.3,29.1,0,04-01-2001
4,31.7,19.2,92,23.3,29.2,0,05-01-2001
5,26.7,19.6,75.6,10.4,29.4,0,06-01-2001
6,30.4,22.7,93,6,29.2,0,07-01-2001
7,23,17.2,78.5,9.7,28.9,0,08-01-2001
8,19.7,14.1,78.9,19.3,29.7,0,09-01-2001
9,28.4,23.2,81.2,12.3,29.7,0,10-01-2001
10,33.3,16.9,83.2,11.8,29.8,0,11-01-2001
11,28.9,25.4,87,8.2,30,0,12-01-2001
12,32.1,18.6,86.6,8.1,30,0,13-01-2001
13,34.7,13,90,8.4,29.9,0,14-01-2001
14,34.6,30.7,98.5,15.3,29.3,0,15-01-2001
15,35.7,27.7,81.7,14,29.7,0,16-01-2001
16,27.5,20.6,75.6,7.1,29.9,0,17-01-2001
17,31.9,26.6,80.8,14.8,29.8,0,18-01-2001
18,29.1,22,74.1,9.8,28.8,0,19-01-2001
19,13.7,2.1,61,7,29.9,0,20-01-2001
20,22.8,15,72.7,12.7,29.9,0,21-01-2001
21,29.6,20.4,68.7,15.5,30.1,0,22-01-2001
22,33.4,26.6,77.3,17,29.8,0,23-01-2001
23,32.6,24.2,71.4,12.6,29.7,0,24-01-2001
24,22.8,13.2,66.8,14.4,29.9,0,25-01-2001
25,28.4,22.7,78.7,14,29.1,0,26-01-2001
26,29.6,26.2,87.7,9.9,29.2,0,27-01-2001
27,26.1,18.7,73.7,16.7,29.9,0,28-01-2001
28,30.9,23.7,75.7,8.8,29.9,0,29-01-2001
29,35.4,33.2,97,11.9,29.2,0,30-01-2001
30,35.9,33.1,96,12.4,29.2,0,31-01-2001
31,33.7,25.6,80.5,11.4,29.7,0,01-02-2001
32,18.8,17.3,84,19.1,28.9,0,02-02-2001
33,19.8,10.4,67,8.6,30,0,03-02-2001
34,32.2,23.5,86.1,9.7,29.8,0,04-02-2001
35,36,32.7,92.7,9.7,29.6,0,05-02-2001
36,33.5,20.2,85.8,9.3,29.6,0,06-02-2001
37,34.4,23.6,65.4,14,30,0,07-02-2001
38,32.1,11.3,94.5,13.7,30,0,08-02-2001
39,37.7,37.4,98.8,9.7,29,0,09-02-2001
40,25.9,15.2,66.5,25.2,29.7,0,10-02-2001
41,15.7,3.7,60.1,9.6,30.4,0,11-02-2001
42,25,14.9,65.7,10.8,30.2,0,12-02-2001
43,32.9,24.5,75.9,5,30.1,0,13-02-2001
44,33.9,25.8,98.2,3.3,29.6,0,14-02-2001
45,24.1,18.4,78.1,7.3,29.8,0,15-02-2001
46,30.4,24.3,78.6,9.3,28.9,0,16-02-2001
47,20.6,9.8,63.8,18.2,29.9,0,17-02-2001
48,22.5,11.6,63.7,23.6,30,0,18-02-2001
49,31.7,21.5,68.2,26.9,29.8,0,19-02-2001
50,36.7,14.7,74,14.4,29.7,0,20-02-2001
51,19.9,8.6,62.6,15,30,0,21-02-2001
52,20.4,13.2,74.6,9.3,29.9,0,22-02-2001
53,27.4,20.3,75.2,21,29.8,0,23-02-2001
54,28.1,21.1,75.1,17.2,30.1,0,24-02-2001
55,38.1,30.2,90,18.2,28.7,0,25-02-2001
56,32.5,22,66.1,20.7,29.9,0,26-02-2001
57,28.7,20.2,70.1,11.9,30,0,27-02-2001
58,21.7,10.1,61.6,13.3,29.9,0,28-02-2001
59,26.3,18,71.9,12.6,29.5,0,01-03-2001
60,24.6,21.2,87.6,8.5,29.4,0,02-03-2001
61,28.1,23.5,83,7.3,29.6,0,03-03-2001
62,28.2,24.1,83.6,25,29.3,0,04-03-2001
63,28.1,25.8,91.1,16,29.2,0,05-03-2001
64,28.1,21.9,78.5,14.9,29.4,0,06-03-2001
65,32.4,23,68.8,11.2,29.7,0,07-03-2001
66,33.3,27.7,82.8,14.4,29.6,0,08-03-2001
67,31.7,27.1,83.6,8.2,29.1,0,09-03-2001
68,30.9,22.1,71,12.5,29.7,0,10-03-2001
69,33.7,25.3,80.6,17.2,29.6,0,11-03-2001
70,28,20,76.6,23.4,29.7,0,12-03-2001
71,36.1,31.3,96,15.3,29.1,0,13-03-2001
72,36.6,26.8,67.5,21.1,29.4,0,14-03-2001
73,37,15.4,77.1,4.9,29.6,0,15-03-2001
74,32.2,21,64.2,17,29.7,0,16-03-2001
75,29.4,21.1,70.7,11.8,29.8,0,17-03-2001
76,34.5,15.3,46.3,10.3,30.1,0,18-03-2001
77,35.6,21.3,56,6.4,30.2,0,19-03-2001
78,36.6,21.4,71,13.8,30.1,0,20-03-2001
79,38.1,24.4,78,11.8,29.9,0,21-03-2001
80,44.1,24.7,53.2,12.4,29.6,0,22-03-2001
81,42.3,24.6,50.9,12,29.5,0,23-03-2001
82,32.9,22.3,71.5,17.4,29.6,0,24-03-2001
83,26.2,10.9,53.3,14.5,29.8,0,25-03-2001
84,25.5,6.9,45.9,12.4,29.9,0,26-03-2001
85,29.9,19.4,65.6,12.9,29.9,0,27-03-2001
86,35.4,25.1,66.7,10,30,0,28-03-2001
87,37.4,24.3,74.4,14,29.9,0,29-03-2001
88,38.7,14.1,75.3,16.1,28.9,0,30-03-2001
89,36.6,15,80.3,6.2,29.6,0,31-03-2001
90,35.3,3.3,89.7,9,29.5,0,01-04-2001
91,36.7,28.3,88.6,5.4,29.7,0,02-04-2001
92,34.5,18,88.4,2.6,29.8,0,03-04-2001
93,43.7,25.9,53.8,7.4,30.1,0,04-04-2001
94,42,24.4,54.2,6.2,30,0,05-04-2001
95,40.8,34.9,88.5,9.4,29,0,06-04-2001
96,39.2,38.3,96,15.1,29.8,0,07-04-2001
97,52.2,43.6,79.2,14,29.5,0,08-04-2001
98,42.5,35.7,81.4,7.9,29.6,0,09-04-2001
99,42.8,30.8,73.1,11.5,29.8,0,10-04-2001
100,46.4,38,72.2,19.4,29.8,0,11-04-2001
101,49.3,44.7,87,18.6,29.5,0,12-04-2001
102,50.1,34.1,54.7,20.4,29.6,0,13-04-2001
103,42.2,29.6,67,5.8,29.7,0,14-04-2001
104,45.5,36.2,70.5,6.4,29.6,0,15-04-2001
105,44.5,26.1,58.4,9.4,29.6,0,16-04-2001
106,42.5,15.4,51.3,14.6,29.6,0,17-04-2001
107,36.6,15.2,42.6,12.3,29.8,0,18-04-2001
108,38.9,19.3,58,9.4,29.9,0,19-04-2001
109,42.2,27.6,72.9,8.4,29.9,0,20-04-2001
110,45.8,45.1,96.8,8.7,29.8,0,21-04-2001
111,54.6,47.2,78,12.8,29.9,0,22-04-2001
112,53,46.4,78.5,10.3,29.7,0,23-04-2001
113,49.6,37.1,66.4,21,29.6,0,24-04-2001
114,42.6,27,64.9,8.6,30,0,25-04-2001
115,47.4,30.4,64.7,7.3,29.9,0,26-04-2001
116,49.5,35.9,66.6,10.1,29.8,0,27-04-2001
117,46,22,42.4,10.2,30.1,0,28-04-2001
118,46.5,21,43.8,5.4,30.3,0,29-04-2001
119,53.7,30.3,50.9,4,30,0,30-04-2001
120,53.8,40.3,61,5.8,29.8,0,01-05-2001
121,57.9,48.8,72.1,7.8,29.8,0,02-05-2001
122,58.7,50.5,75.3,5.5,29.8,0,03-05-2001
123,61.1,53.3,77.3,5.8,29.8,0,04-05-2001
124,51.4,42.2,79.2,4,30,0,05-05-2001
125,52,32.3,55.5,18.2,30.1,0,06-05-2001
126,52.3,39.9,63.5,12.9,30,0,07-05-2001
127,50.6,47.1,89.4,4.1,29.9,0,08-05-2001
128,48.5,46.9,95.1,6,29.9,0,09-05-2001
129,55.9,48,75.8,4,29.8,0,10-05-2001
130,59.6,53.1,80,5,28.7,0,11-05-2001
131,54.4,44.3,73.6,15.5,29.7,0,12-05-2001
132,49.7,28.2,58,8.1,30,0,13-05-2001
133,51.7,41.7,69,6.6,29.9,0,14-05-2001
134,54.7,28,50.8,4.1,29.7,0,15-05-2001
135,53.7,43.8,70,16.3,29.6,0,16-05-2001
136,51.2,48.9,92.8,9,28.8,0,17-05-2001
137,53.2,51.7,95.9,6.8,29.6,0,18-05-2001
138,58.8,49.8,72.1,5.2,29.6,0,19-05-2001
139,58.2,51.3,77.3,11.1,29.7,0,20-05-2001
140,53.4,52.2,95.7,15.4,29.1,0,21-05-2001
141,53.2,53,99.3,12,29.4,0,22-05-2001
142,53.7,51.8,93.5,8.6,28.7,0,23-05-2001
143,53.9,50.8,91.8,13.2,29.1,0,24-05-2001
144,53.4,51.8,94,11.2,29,0,25-05-2001
145,53.7,52.9,96.3,12.6,29.7,0,26-05-2001
146,54,53,96.3,7.8,29.5,0,27-05-2001
147,53.5,51.8,94.2,9.6,29.4,0,28-05-2001
148,53.7,43.6,69.9,12.7,29.6,0,29-05-2001
149,52.2,28.5,54.3,12.4,29.8,0,30-05-2001
150,52.5,35.3,61.1,6.7,29.8,0,31-05-2001
151,51,48.4,91,13.6,29.4,0,01-06-2001
152,53.3,48.8,86.2,9.6,29.4,0,02-06-2001
153,53.2,50.7,91.7,8,29.4,0,03-06-2001
154,55.5,48.6,79,9.7,29.7,0,04-06-2001
155,53.8,49.4,85.3,6.8,29.8,0,05-06-2001
156,58.6,48.8,71.3,5.5,29.8,0,06-06-2001
157,62.2,44.7,53.2,5.7,29.7,0,07-06-2001
158,68.9,41.7,38.3,10.6,29.7,0,08-06-2001
159,62.3,46.2,56.8,9.2,29.6,0,09-06-2001
160,62.9,54.8,76.3,6.4,29.6,0,10-06-2001
161,61,59.7,95.7,5,29.5,0,11-06-2001
162,59.4,57.8,95,7.2,29.5,0,12-06-2001
163,61.5,58.9,92.2,2.5,29.6,0,13-06-2001
164,69,61.6,77.6,10.1,29.7,0,14-06-2001
165,70.2,65,83.5,8.4,29.7,0,15-06-2001
166,70.8,62.9,78.2,7.9,29.7,0,16-06-2001
167,69.8,58.9,71.1,7,29.8,0,17-06-2001
168,66.2,56.6,71.3,5.2,29.9,0,18-06-2001
169,71.9,62.5,72.6,11.5,29.8,0,19-06-2001
170,62.7,53.5,72.9,4.7,29.9,0,20-06-2001
171,61.6,56.7,84.5,15.1,29.8,0,21-06-2001
172,63.3,61.1,92.5,10.2,29.5,0,22-06-2001
173,63.3,57.7,82.7,4.8,29.8,0,23-06-2001
174,64.6,55.9,73.7,4.7,29.9,0,24-06-2001
175,68,57,70.1,3.2,30,0,25-06-2001
176,70.7,60.4,70.8,3,30,0,26-06-2001
177,72.8,63.4,74,5.7,30,0,27-06-2001
178,73.4,65.4,76.5,8,29.9,0,28-06-2001
179,74.7,64.2,71.4,9.3,29.8,0,29-06-2001
180,72.9,66.7,81.9,10.7,29.6,0,30-06-2001
181,65.4,58.5,80.5,11.9,29.5,0,01-07-2001
182,57.5,44.9,64,9.8,29.9,0,02-07-2001
183,58,52.9,82.9,5.9,29.8,0,03-07-2001
184,59.4,58,95.3,8.5,29.6,0,04-07-2001
185,62.1,48,62,13.7,29.6,0,05-07-2001
186,63,46.9,58.3,10.8,29.7,0,06-07-2001
187,60.6,55.7,84.5,5.8,29.7,0,07-07-2001
188,64.5,59.9,86.4,2.4,29.5,0,08-07-2001
189,69,56.8,68.4,7.9,29.5,0,09-07-2001
190,69.6,57.6,66.8,7.7,29.4,0,10-07-2001
191,66.3,54,66.4,14.1,29.5,0,11-07-2001
192,65.3,51.8,62.5,10.8,29.6,0,12-07-2001
193,66.8,52.4,61.1,11.6,29.7,0,13-07-2001
194,69.4,54,58.7,11.2,29.6,0,14-07-2001
195,66,53.1,66.2,7,29.7,0,15-07-2001
196,64,58.5,82.7,2.5,29.8,0,16-07-2001
197,62.4,60.9,95.1,5.9,29.8,0,17-07-2001
198,68,58.3,72,10.4,29.8,0,18-07-2001
199,69.4,59.9,72,12.8,29.8,0,19-07-2001
200,70.2,63.1,78.4,9.3,29.8,0,20-07-2001
201,70.5,64,80.3,5.5,29.7,0,21-07-2001
202,70.7,66,85.8,5,29.6,0,22-07-2001
203,73.9,70.1,88.3,4.2,29.6,0,23-07-2001
204,77.7,68.5,75.6,10.1,29.5,0,24-07-2001
205,70.5,60.8,72,6.1,29.6,0,25-07-2001
206,67.1,51.6,57.7,9.8,29.8,0,26-07-2001
207,64.5,47.5,54.1,8,30,0,27-07-2001
208,66.4,55.2,67.7,12.8,29.9,0,28-07-2001
209,69.4,63.2,81,10.1,29.8,0,29-07-2001
210,68.7,63.1,82.9,6.2,29.8,0,30-07-2001
211,71.1,63.8,78.3,6.6,29.9,0,31-07-2001
212,72.5,64.1,74.9,6.6,30,0,01-08-2001
213,74.8,70.5,86.4,5.7,29.8,0,02-08-2001
214,77.5,65.9,67.9,5.5,29.7,0,03-08-2001
215,75,63.6,68,6,29.7,0,04-08-2001
216,76,60.8,60,3.8,29.8,0,05-08-2001
217,77.6,67.3,70.4,8,29.8,0,06-08-2001
218,83.9,68.7,62.4,11,29.7,0,07-08-2001
219,79.1,67.8,69.6,8.4,29.6,0,08-08-2001
220,77.8,70.3,77.3,12.7,29.5,0,09-08-2001
221,75.5,61.3,64.4,11.2,29.6,0,10-08-2001
222,68.5,60.5,76.7,5.9,29.8,0,11-08-2001
223,71.3,59.3,66.9,4.5,29.8,0,12-08-2001
224,74.1,59.1,60.6,7.7,29.7,0,13-08-2001
225,69.9,53.3,56,7.9,29.8,0,14-08-2001
226,70.7,56.2,62.8,5.8,29.7,0,15-08-2001
227,70.7,66,85.9,5.6,29.6,0,16-08-2001
228,71.1,64.5,80.1,17.4,29.6,0,17-08-2001
229,66.8,61.1,82.6,4.8,29.7,0,18-08-2001
230,66.9,64.8,92.7,11.7,29.6,0,19-08-2001
231,66.9,63.5,92.5,3.6,29.5,0,20-08-2001
232,70.5,61.1,73.6,7.5,29.7,0,21-08-2001
233,69.2,60.5,74.2,5.9,29.8,0,22-08-2001
234,70.7,66.7,87.6,3.3,29.7,0,23-08-2001
235,67.8,59.3,74.1,8.1,29.9,0,24-08-2001
236,67.8,61.5,80.5,6.1,29.8,0,25-08-2001
237,72.2,67.6,85.9,11.3,29.6,0,26-08-2001
238,69.5,63.8,83.1,7.3,29.6,0,27-08-2001
239,70.1,62.8,80.6,7.3,29.6,0,28-08-2001
240,66.3,56.5,71.6,6.3,29.8,0,29-08-2001
241,68.7,61.5,78.8,6.2,29.7,0,30-08-2001
242,71.1,65.6,83.7,7,29.5,0,31-08-2001
243,60.3,47,61.7,9.5,29.8,0,01-09-2001
244,62,51.3,68.3,6,29.8,0,02-09-2001
245,68.3,61.7,79.7,9.1,29.6,0,03-09-2001
246,66.8,57.9,74,11.6,29.7,0,04-09-2001
247,59,47.1,65.7,7.1,29.9,0,05-09-2001
248,64.5,56.3,75.1,4.1,29.9,0,06-09-2001
249,69.5,65.4,87.1,6,29.7,0,07-09-2001
250,74.3,69.8,85.7,6.8,29.6,0,08-09-2001
251,74.7,68.9,82.5,7.3,29.7,0,09-09-2001
252,71.3,59.7,68.1,16.8,29.7,0,10-09-2001
253,65.9,55.5,69.4,7.8,29.9,0,11-09-2001
254,65.9,57.3,73.8,8.5,29.9,0,12-09-2001
255,62.7,52.7,70.8,11,29.8,0,13-09-2001
256,57.5,41.9,57.3,10,30.1,0,14-09-2001
257,58.7,45.6,62.4,6.5,30,0,15-09-2001
258,60.6,51.6,73,7.6,29.9,0,16-09-2001
259,63.3,54.2,72.8,5,29.8,0,17-09-2001
260,65.3,57,74.7,8.8,29.8,0,18-09-2001
261,65.3,62.4,89.3,11.3,29.6,0,19-09-2001
262,64.8,62.6,92.1,12.4,29.5,0,20-09-2001
263,63.1,60.5,90.9,6.9,29.6,0,21-09-2001
264,62.4,57.8,86.1,7.9,29.7,0,22-09-2001
265,61.8,57.2,84.7,5.5,29.8,0,23-09-2001
266,59.4,57.2,92,10,29.5,0,24-09-2001
267,51,48.2,91,12.7,29.2,0,25-09-2001
268,47.6,42.1,81.4,15.4,29,0,26-09-2001
269,53.2,46.6,78.4,8,29.6,0,27-09-2001
270,55.9,50,81.3,7.3,29.8,0,28-09-2001
271,55.8,47.3,73.5,4.8,30,0,29-09-2001
272,56.6,46.4,69.5,4.6,30,0,30-09-2001
273,58.1,49.8,74.1,4.4,29.7,0,01-10-2001
274,61.6,55.3,80.1,5.6,29.6,0,02-10-2001
275,62.1,58.4,89,8,29.6,0,03-10-2001
276,62.9,52.3,69.3,12.2,29.6,0,04-10-2001
277,50.6,47.9,91.1,7.7,27.8,0,05-10-2001
278,46.6,38.5,79.9,15.4,28.8,0,06-10-2001
279,42.1,21.9,61.4,16,29.9,0,07-10-2001
280,40.5,28.8,68.2,7.7,30.2,0,08-10-2001
281,51.2,44.2,78.5,5.5,30.1,0,09-10-2001
282,54.5,49,81.6,4.6,29.9,0,10-10-2001
283,54.7,53.3,95,7.7,29.8,0,11-10-2001
284,52.5,52.3,99.3,13.3,29.5,0,12-10-2001
285,56.3,56,99.3,5.7,28.3,0,13-10-2001
286,58.8,55.5,89.8,11.3,29.3,0,14-10-2001
287,50,45.3,84.7,9.8,29.7,0,15-10-2001
288,48.9,46.5,91.7,7.4,29.5,0,16-10-2001
289,44.3,34.8,84.3,13.3,29.4,0,17-10-2001
290,43.8,23.5,73,10,29.9,0,18-10-2001
291,48.8,43.3,80.9,7.4,29.6,0,19-10-2001
292,48.3,44.1,85.4,8.1,29.7,0,20-10-2001
293,55.5,48.9,79.5,7,29.7,0,21-10-2001
294,45.5,43.3,93,3.4,29.8,0,22-10-2001
295,52.3,50.9,95.6,8.8,29.4,0,23-10-2001
296,52.3,51.4,96,5.9,29.4,0,24-10-2001
297,50.6,43,80.6,23.1,29.2,0,25-10-2001
298,42.5,32.4,73.9,24.8,29.4,0,26-10-2001
299,39.9,31.2,74.8,13.4,29.7,0,27-10-2001
300,41.4,28.6,66.4,9.8,30.2,0,28-10-2001
301,47.1,39.8,76.7,9.3,30.1,0,29-10-2001
302,41.6,23.8,61.7,7.3,30.3,0,30-10-2001
303,44.1,35.7,80.7,7.9,30,0,31-10-2001
304,49.5,43.2,80,8.2,29.8,0,01-11-2001
305,50,48.9,96.6,11.6,29.4,0,02-11-2001
306,46.8,38.8,75.1,8.1,29.9,0,03-11-2001
307,39.4,36.2,93.2,3.3,29.9,0,04-11-2001
308,41,28.1,64,9.1,30,0,05-11-2001
309,40.5,33.5,81.2,9,29.9,0,06-11-2001
310,51.2,41.7,70.1,8.6,29.9,0,07-11-2001
311,46.1,39.5,84.5,15,29.7,0,08-11-2001
312,40.4,21,71.8,13.3,29.9,0,09-11-2001
313,45.4,37.1,74.3,13.6,29.6,0,10-11-2001
314,37.3,22.1,54.7,12,30,0,11-11-2001
315,38.4,21.2,71.7,6.4,30.2,0,12-11-2001
316,38.6,36.8,94.1,2.6,30.1,0,13-11-2001
317,46.8,43.1,86.4,8.3,29.9,0,14-11-2001
318,48,46.4,94.3,11.1,29.7,0,15-11-2001
319,52.1,41.3,73.6,10.4,29.9,0,16-11-2001
320,39.3,27.9,82.4,10.5,30.2,0,17-11-2001
321,43.6,42.9,96.9,9,30,0,18-11-2001
322,46.9,43,88.2,13.5,29.5,0,19-11-2001
323,37.9,21.7,65,13.1,29.7,0,20-11-2001
324,40.9,32.1,75.1,14,29.7,0,21-11-2001
325,41.9,35,85.6,6.6,29.7,0,22-11-2001
326,43.8,38.9,83.7,8.5,29.8,0,23-11-2001
327,47.2,42.1,83.3,13,29.8,0,24-11-2001
328,51.5,49.3,92.5,12.4,29.6,0,25-11-2001
329,45.2,39.6,81.3,7.6,29.9,0,26-11-2001
330,44.4,43.3,96.4,15.6,29.7,0,27-11-2001
331,40.2,36,92.9,10.9,30,0,28-11-2001
332,37.1,36.1,94.8,10.1,29.8,0,29-11-2001
333,42.7,42.4,98.4,15.2,29.2,0,30-11-2001
334,45.5,40.7,83.6,19.1,29.7,0,01-12-2001
335,44.3,35.1,75.4,10.7,30,0,02-12-2001
336,44.7,41.4,88.6,7.7,29.9,0,03-12-2001
337,42.5,41.8,97.1,4.8,29.9,0,04-12-2001
338,50.4,47,89.1,3.4,29.9,0,05-12-2001
339,49.4,36.3,62.7,16.2,29.7,0,06-12-2001
340,39.4,23.5,66.5,8.1,29.8,0,07-12-2001
341,34.8,25.8,69.5,13.8,29.8,0,08-12-2001
342,36.7,26.7,67.7,7.4,29.9,0,09-12-2001
343,39.7,29.7,79.7,7.9,29.9,0,10-12-2001
344,38.8,26.4,86.6,7.1,30.1,0,11-12-2001
345,42.4,40,92.1,9.7,30,0,12-12-2001
346,45.5,44.4,96.3,8.7,29.3,0,13-12-2001
347,35.5,10.4,88.4,15.4,29.6,0,14-12-2001
348,33.2,23.1,86.3,5.6,30,0,15-12-2001
349,34.7,18.9,80.5,11.6,30.1,0,16-12-2001
350,38.9,37.5,96.8,5.4,29.5,0,17-12-2001
351,40.3,33.8,81.4,11,29.4,0,18-12-2001
352,41.3,34,87.4,8,28.8,0,19-12-2001
353,37.9,27.3,75,20,29.4,0,20-12-2001
354,31.6,21.6,67,8.8,29.9,0,21-12-2001
355,31.7,25.5,77.6,9.1,30.1,0,22-12-2001
356,42.3,37,88.7,13.8,29.5,0,23-12-2001
357,31.5,20.6,64.6,19.7,29.5,0,24-12-2001
358,29.5,22.1,74,18.2,29.6,0,25-12-2001
359,25.5,19,77.4,12.6,29.5,0,26-12-2001
360,24.7,15,67.3,17.5,29.3,0,27-12-2001
361,28.8,19.7,68.8,18.6,29.2,0,28-12-2001
362,24.9,15.8,68.4,16.7,29.4,0,29-12-2001
363,25.5,17.6,71.6,28.2,29.6,0,30-12-2001
364,26.4,17.4,68,24.1,29.7,0,31-12-2001
365,24.4,15.3,68.9,10.7,29.9,0,01-01-2002
366,27.3,18.9,71.2,14.6,30,0,02-01-2002
367,31,22.3,70.5,15.2,29.8,0,03-01-2002
368,31.9,20.7,64.5,19.9,29.7,0,04-01-2002
369,35.9,22.4,68.4,17.8,29.6,0,05-01-2002
370,34.3,7,93.5,8.9,28.1,0,06-01-2002
371,26.4,15.6,71.1,12.3,29.6,0,07-01-2002
372,30.3,22.5,73.2,23.9,29.5,0,08-01-2002
373,38.4,29,81.3,22.8,29.2,0,09-01-2002
374,39.1,35.9,86.6,15,28.3,0,10-01-2002
375,37.9,30.7,77.6,14.3,29.5,0,11-01-2002
376,37.8,22.3,79.3,22.4,29.4,0,12-01-2002
377,33.4,23.5,67.6,20.1,29.4,0,13-01-2002
378,32.9,25.1,85.6,14.3,29.6,0,14-01-2002
379,36,31.8,89.4,14.9,29.5,0,15-01-2002
380,32.5,17.5,80.1,15.8,29.8,0,16-01-2002
381,34,24.2,83.4,21.2,29.1,0,17-01-2002
382,26.4,16.5,67,22.1,29.8,0,18-01-2002
383,23.8,10.6,58.6,9,29.8,0,19-01-2002
384,31.5,22.6,69.8,21.6,29.7,0,20-01-2002
385,33.9,18.9,84.3,14.4,29,0,21-01-2002
386,37.1,22.1,75.5,15.3,29.9,0,22-01-2002
387,40.8,38.5,93.7,8.1,29.1,0,23-01-2002
388,36.8,32.4,88.4,8.9,29.5,0,24-01-2002
389,36.3,24.8,66.1,21.9,29.7,0,25-01-2002
390,40.2,24.2,72.9,15.9,29.7,0,26-01-2002
391,42.2,30.2,72.8,12.3,29.7,0,27-01-2002
392,42.3,33.9,75.9,7.2,29.7,0,28-01-2002
393,36,28.5,77.8,9.4,29.7,0,29-01-2002
394,29.1,23.3,78,8.5,29.9,0,30-01-2002
395,25,21.7,88,23.1,29.9,0,31-01-2002
396,30.5,24.1,86.4,17.4,29.1,0,01-02-2002
397,24.4,16.2,70.9,7.8,30.1,0,02-02-2002
398,34.4,26.5,73.6,22.6,28.9,0,03-02-2002
399,19.1,13.6,78.9,18.4,29.6,0,04-02-2002
400,23.2,15,71,20.2,29.9,0,05-02-2002
401,29.8,21.9,72.3,17,29.9,0,06-02-2002
402,35.5,20.7,74.3,15.1,29.6,0,07-02-2002
403,35,13.8,83.7,8.4,29.8,0,08-02-2002
404,31.2,26.7,81.6,19.2,30.1,0,09-02-2002
405,34.1,26.8,84.6,15.2,29.7,0,10-02-2002
406,19.7,5.2,55.5,18.3,29.9,0,11-02-2002
407,33.8,23.6,72.3,24.7,29.5,0,12-02-2002
408,21,9.5,62.1,15.3,29.9,0,13-02-2002
409,35,23.7,62.9,23.6,29.9,0,14-02-2002
410,39,24.2,67.6,18.1,29.6,0,15-02-2002
411,36.2,26.9,87.1,12.9,29.4,0,16-02-2002
412,25.9,15.1,64.5,17,29.7,0,17-02-2002
413,25.7,14.8,63.7,9,30.1,0,18-02-2002
414,37,30.1,78.6,8.3,29.8,0,19-02-2002
415,39.9,38.5,94.6,8.9,29.4,0,20-02-2002
416,38.6,36.2,89.7,13.5,29.4,0,21-02-2002
417,28.3,18.5,69.8,12.1,28.9,0,22-02-2002
418,26.3,17.1,68.2,7.6,29.9,0,23-02-2002
419,38.9,24.2,70,9.7,29.9,0,24-02-2002
420,43,26.5,68.2,7.5,29.6,0,25-02-2002
421,38.2,27.3,81.8,16.8,29.3,0,26-02-2002
422,26.4,17.8,70.7,20.1,29.4,0,27-02-2002
423,27.4,15.9,61.6,21.4,29.8,0,28-02-2002
424,31.5,20.2,63.9,19.4,30,0,01-03-2002
425,38,24.2,73.5,14,29.9,0,02-03-2002
426,38.4,32.1,82.8,18.1,29.3,0,03-03-2002
427,19.5,6,56.5,19.8,29.8,0,04-03-2002
428,24.1,12.3,60.2,14.9,29.9,0,05-03-2002
429,29,26.4,88.7,3.5,29.9,0,06-03-2002
430,30.2,23.4,76,8.7,30.1,0,07-03-2002
431,38.1,28,88.7,12.8,29.9,0,08-03-2002
432,41.2,34.1,78.2,28.1,29.5,0,09-03-2002
433,26.3,17.1,69.2,36,29.3,0,10-03-2002
434,28.6,18.2,65.6,18.1,30,0,11-03-2002
435,39,23,69.8,7.8,29.8,0,12-03-2002
436,40.9,33,81.7,5.8,29.6,0,13-03-2002
437,38.7,26.7,68.4,12.1,29.8,0,14-03-2002
438,39.9,30.9,76.8,15.7,29.5,0,15-03-2002
439,31.4,18.1,59,12.6,28.9,0,16-03-2002
440,35.6,21.9,66.4,20.5,30.1,0,17-03-2002
441,37.2,34.4,91.9,12.5,29.8,0,18-03-2002
442,36.1,22.8,68.1,11.2,30.1,0,19-03-2002
443,38.1,30.5,87.6,10.9,29.1,0,20-03-2002
444,31,19.8,71.3,22.5,29.6,0,21-03-2002
445,23.4,11,60.5,23.7,29.8,0,22-03-2002
446,30.9,18.7,62.6,22.4,29.6,0,23-03-2002
447,31.1,17.5,58.1,9.6,29.9,0,24-03-2002
448,22.1,6.8,52.2,15.2,30.2,0,25-03-2002
449,30.6,27.6,89.1,18.4,29.8,0,26-03-2002
450,33.7,23.3,66.6,10.1,29.8,0,27-03-2002
451,35.6,22.8,66.6,7.1,29.9,0,28-03-2002
452,42.4,34.4,84.2,6.9,29.5,0,29-03-2002
453,42.2,36.2,79.5,14.5,28.9,0,30-03-2002
454,42.2,23.9,68.7,7.9,29.7,0,31-03-2002
455,39.8,24.9,68.7,13.4,28.8,0,01-04-2002
456,35.5,21.6,92.7,14.5,29.6,0,02-04-2002
457,37.8,28.9,80.2,11.5,29.7,0,03-04-2002
458,33.5,18,53.7,11.6,30.1,0,04-04-2002
459,32.7,25.5,75,7,30,0,05-04-2002
460,32.3,16,54.3,10,30,0,06-04-2002
461,35.6,24.4,64.2,7.1,30,0,07-04-2002
462,44.2,43,95,7.4,29.8,0,08-04-2002
463,46.3,44.6,94.3,10.5,29.6,0,09-04-2002
464,41.7,23.7,68.4,7.8,30.2,0,10-04-2002
465,45.5,31,67.6,15,30.1,0,11-04-2002
466,50.2,46.4,88.2,4.2,29.9,0,12-04-2002
467,49.3,48.4,97.2,4.6,29.9,0,13-04-2002
